"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 13:09:58 IST 2022","Sun Jan 16 13:10:02 IST 2022","3910","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","should select Apply fee","should select Apply fee",""
"passed","Sun Jan 16 13:18:34 IST 2022","Sun Jan 16 13:18:36 IST 2022","1544","","lucaEnrollment: Enroll new Pending family and Verify links ","","lucaEnrollment: Enroll new Pending family and Verify links ","should input account Name","should input account Name",""
"passed","Sun Jan 16 14:15:34 IST 2022","Sun Jan 16 14:15:46 IST 2022","11754","","lucaFamiliesModuleTests: Apply fee towards family","","lucaFamiliesModuleTests: Apply fee towards family","should input a correct ammount inside the input field and then click submit again","should input a correct ammount inside the input field and then click submit again",""
"failed","Sun Jan 16 13:38:59 IST 2022","Sun Jan 16 13:39:20 IST 2022","20809","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","should input the newly created Discount name in the filter","should input the newly created Discount name in the filter",""
"failed","Sun Jan 16 12:57:22 IST 2022","Sun Jan 16 12:57:28 IST 2022","5818","","homepageTests: EWS Authentification Verification test cases","","homepageTests: EWS Authentification Verification test cases","should click on continue button","should click on continue button",""
"passed","Sun Jan 16 12:54:37 IST 2022","Sun Jan 16 12:54:38 IST 2022","905","","homepageTests: Enrollment with Credit Card entry","","homepageTests: Enrollment with Credit Card entry","should input different billing street address","should input different billing street address",""
"passed","Sun Jan 16 13:43:43 IST 2022","Sun Jan 16 13:43:45 IST 2022","2649","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","should click Off button in order to turn On the BN Global settings","should click Off button in order to turn On the BN Global settings",""
"passed","Sun Jan 16 14:23:54 IST 2022","Sun Jan 16 14:23:58 IST 2022","3981","","Luca Settings: Manage Payment Plans tests, API_003","","Luca Settings: Manage Payment Plans tests, API_003","should select the latest school year","should select the latest school year",""
"passed","Sun Jan 16 12:56:56 IST 2022","Sun Jan 16 12:56:57 IST 2022","966","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","should should input new value into the set Address Line1 field","should should input new value into the set Address Line1 field",""
"passed","Sun Jan 16 13:34:17 IST 2022","Sun Jan 16 13:34:19 IST 2022","2028","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","should add General Ledger Id for the fee","should add General Ledger Id for the fee",""
"passed","Sun Jan 16 12:55:32 IST 2022","Sun Jan 16 12:55:34 IST 2022","1992","","homepageTests: Enrolling New Family with Credit Card","","homepageTests: Enrolling New Family with Credit Card","should verify results are shown","should verify results are shown",""
"passed","Sun Jan 16 13:29:35 IST 2022","Sun Jan 16 13:29:39 IST 2022","3712","","Main Landing Page, Switching School Year Verification ","","Main Landing Page, Switching School Year Verification ","should verify that the notes upload Page has been reached","should verify that the notes upload Page has been reached",""
"passed","Sun Jan 16 13:28:20 IST 2022","Sun Jan 16 13:28:24 IST 2022","3682","","Main Landing Page, Verify Families + Discounts Menu Accessibility","","Main Landing Page, Verify Families + Discounts Menu Accessibility","should verify that the Manage Families has been reached","should verify that the Manage Families has been reached",""
"passed","Sun Jan 16 13:32:04 IST 2022","Sun Jan 16 13:32:05 IST 2022","1127","","lucaFeesAndDiscountsTests: Add Discount Verification","","lucaFeesAndDiscountsTests: Add Discount Verification","should input password","should input password",""
"failed","Sun Jan 16 14:32:49 IST 2022","Sun Jan 16 14:33:00 IST 2022","10856","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","should values are displayed evenly","should values are displayed evenly",""
"passed","Sun Jan 16 13:24:23 IST 2022","Sun Jan 16 13:24:28 IST 2022","5147","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should remove newly added fees, for both students","should remove newly added fees, for both students",""
"passed","Sun Jan 16 13:43:54 IST 2022","Sun Jan 16 13:43:56 IST 2022","2065","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","should input the Buy Now School Footer Message to max length","should input the Buy Now School Footer Message to max length",""
"passed","Sun Jan 16 13:28:38 IST 2022","Sun Jan 16 13:28:39 IST 2022","1130","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","should click on Manage SSO","should click on Manage SSO",""
"passed","Sun Jan 16 13:32:23 IST 2022","Sun Jan 16 13:32:24 IST 2022","1796","","Main Landing Page, Verify that two families can be merged","","Main Landing Page, Verify that two families can be merged","should input correct password","should input correct password",""
"passed","Sun Jan 16 13:31:10 IST 2022","Sun Jan 16 13:31:13 IST 2022","3227","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 14:32:07 IST 2022","Sun Jan 16 14:32:08 IST 2022","1191","","lucaChangePaymentPlans: Checking that the Payment Plan Audit Trail works correctly using a new and existing Payment Plan","","lucaChangePaymentPlans: Checking that the Payment Plan Audit Trail works correctly using a new and existing Payment Plan","should select all payment plan months","should select all payment plan months",""
"passed","Sun Jan 16 13:28:47 IST 2022","Sun Jan 16 13:28:48 IST 2022","1125","","Main Landing Page, Verify Families + Discounts Menu Accessibility","","Main Landing Page, Verify Families + Discounts Menu Accessibility","should mouseover Fees & Discounts and then select Discount Report","should mouseover Fees & Discounts and then select Discount Report",""
"passed","Sun Jan 16 13:32:49 IST 2022","Sun Jan 16 13:32:51 IST 2022","2188","","lucaFeesAndDiscountsTests: Hyperlinks and Controls check","","lucaFeesAndDiscountsTests: Hyperlinks and Controls check","should click on Save Fee button, in order to save the newly added fee","should click on Save Fee button, in order to save the newly added fee",""
"passed","Sun Jan 16 13:11:27 IST 2022","Sun Jan 16 13:11:30 IST 2022","3312","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","should select family view from the View Mode drop-down second time","should select family view from the View Mode drop-down second time",""
"failed","Sun Jan 16 13:52:38 IST 2022","Sun Jan 16 13:52:44 IST 2022","5774","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","should click on account type","should click on account type",""
"passed","Sun Jan 16 14:22:16 IST 2022","Sun Jan 16 14:22:17 IST 2022","1634","","lucaQuickBooksTests: QuickBooks SetupGL Account Discounts, Tuition, Grades Test Case","","lucaQuickBooksTests: QuickBooks SetupGL Account Discounts, Tuition, Grades Test Case","should select the second income GL ID option","should select the second income GL ID option",""
"passed","Sun Jan 16 13:32:57 IST 2022","Sun Jan 16 13:32:58 IST 2022","1133","","lucaFeesAndDiscountsTests: Filters Verification, Pagination check","","lucaFeesAndDiscountsTests: Filters Verification, Pagination check","should input valid password","should input valid password",""
"passed","Sun Jan 16 13:09:58 IST 2022","Sun Jan 16 13:09:59 IST 2022","1499","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","should click on the first family","should click on the first family",""
"failed","Sun Jan 16 13:54:10 IST 2022","Sun Jan 16 13:54:16 IST 2022","5685","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","should fill in the Card First Month required for Visa card option","should fill in the Card First Month required for Visa card option",""
"passed","Sun Jan 16 13:23:32 IST 2022","Sun Jan 16 13:23:36 IST 2022","3655","","lucaBillingTests: Add Fee and Discount to Family","","lucaBillingTests: Add Fee and Discount to Family","should click on the Spread Total button again","should click on the Spread Total button again",""
"passed","Sun Jan 16 14:22:17 IST 2022","Sun Jan 16 14:22:19 IST 2022","2281","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","should click on the Special Account Recognition Period Type","should click on the Special Account Recognition Period Type",""
"passed","Sun Jan 16 14:23:06 IST 2022","Sun Jan 16 14:23:08 IST 2022","1556","","lucaManageLateFeesTests: Manage Late Fees Add and Remove Late Fee","","lucaManageLateFeesTests: Manage Late Fees Add and Remove Late Fee","should input valid School Late Fee value into the pop up field","should input valid School Late Fee value into the pop up field",""
"passed","Sun Jan 16 13:10:43 IST 2022","Sun Jan 16 13:10:44 IST 2022","1461","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should click the Perform Batch button","should click the Perform Batch button",""
"passed","Sun Jan 16 14:27:21 IST 2022","Sun Jan 16 14:27:28 IST 2022","7105","","Luca Settings: OW Api - edit family details, API_026","","Luca Settings: OW Api - edit family details, API_026","should check the family id in the smart search page","should check the family id in the smart search page",""
"passed","Sun Jan 16 13:43:07 IST 2022","Sun Jan 16 13:43:14 IST 2022","6824","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","should click login button","should click login button",""
"passed","Sun Jan 16 14:20:04 IST 2022","Sun Jan 16 14:20:08 IST 2022","4012","","lucaAddANoteTests: Validating Created Notes Parameters","","lucaAddANoteTests: Validating Created Notes Parameters","should log out from luca","should log out from luca",""
"failed","Sun Jan 16 13:08:09 IST 2022","Sun Jan 16 13:08:15 IST 2022","6118","","lucaFamiliesModuleTests: Manage Families filters, View Families, Update Parent and Student Info","","lucaFamiliesModuleTests: Manage Families filters, View Families, Update Parent and Student Info","should verify invalid email address input","should verify invalid email address input",""
"passed","Sun Jan 16 12:55:55 IST 2022","Sun Jan 16 12:55:56 IST 2022","1021","","homepageTests: Verifies Enrollment code for Remove Fees","","homepageTests: Verifies Enrollment code for Remove Fees","should input the city name","should input the city name",""
"passed","Sun Jan 16 13:43:43 IST 2022","Sun Jan 16 13:43:45 IST 2022","2325","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","should click on Save Fee button","should click on Save Fee button",""
"passed","Sun Jan 16 12:58:14 IST 2022","Sun Jan 16 12:58:15 IST 2022","948","","Renweb Tests: Registration for creating new family, using Credit Card","","Renweb Tests: Registration for creating new family, using Credit Card","should input new value into the StudentGrade field","should input new value into the StudentGrade field",""
"passed","Sun Jan 16 13:27:10 IST 2022","Sun Jan 16 13:27:16 IST 2022","6500","","Main Landing Page, Verify Presence of Elements","","Main Landing Page, Verify Presence of Elements","should click on login button","should click on login button",""
"passed","Sun Jan 16 13:26:07 IST 2022","Sun Jan 16 13:26:09 IST 2022","1837","","lucaBillingTests: Verify Applicable Not applicable Discount","","lucaBillingTests: Verify Applicable Not applicable Discount","should click on the select a Discount button third time","should click on the select a Discount button third time",""
"passed","Sun Jan 16 14:35:41 IST 2022","Sun Jan 16 14:35:42 IST 2022","1802","","Parent Site Payment Verification","","Parent Site Payment Verification","should logout from the Parent site","should logout from the Parent site",""
"passed","Sun Jan 16 14:16:21 IST 2022","Sun Jan 16 14:16:28 IST 2022","6764","","lucaFamiliesModuleTests: Apply fee towards family","","lucaFamiliesModuleTests: Apply fee towards family","should select the first record, again","should select the first record, again",""
"passed","Sun Jan 16 13:43:59 IST 2022","Sun Jan 16 13:44:06 IST 2022","7682","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","should verify Confirmation Message when updating the fee","should verify Confirmation Message when updating the fee",""
"passed","Sun Jan 16 13:23:10 IST 2022","Sun Jan 16 13:23:12 IST 2022","1330","","lucaBillingTests: Validate ammount Field","","lucaBillingTests: Validate ammount Field","should click on fee drop-down","should click on fee drop-down",""
"passed","Sun Jan 16 13:24:06 IST 2022","Sun Jan 16 13:24:08 IST 2022","1536","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should input a valid reason for the Fee","should input a valid reason for the Fee",""
"failed","Sun Jan 16 14:23:02 IST 2022","Sun Jan 16 14:23:07 IST 2022","5668","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","should click on the Add Call Id button","should click on the Add Call Id button",""
"passed","Sun Jan 16 13:22:05 IST 2022","Sun Jan 16 13:22:09 IST 2022","3809","","lucaBillingTests: Add Fee and Discount Controls verification","","lucaBillingTests: Add Fee and Discount Controls verification","should click on the Add Discount Button","should click on the Add Discount Button",""
"failed","Sun Jan 16 14:35:24 IST 2022","Sun Jan 16 14:35:30 IST 2022","5728","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Fee Tests","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Fee Tests","should verify that the appropriate message is displayed in Notes & Requests","should verify that the appropriate message is displayed in Notes & Requests",""
"passed","Sun Jan 16 13:01:12 IST 2022","Sun Jan 16 13:01:13 IST 2022","314","","Renweb Tests: Registration for creating new family, using Bank Account","","Renweb Tests: Registration for creating new family, using Bank Account","should compare both hashes again, their values needs to be different ","should compare both hashes again, their values needs to be different ",""
"passed","Sun Jan 16 13:29:26 IST 2022","Sun Jan 16 13:29:29 IST 2022","3659","","Main Landing Page, Switching School Year Verification ","","Main Landing Page, Switching School Year Verification ","should verify that the enrollment upload Page has been reached","should verify that the enrollment upload Page has been reached",""
"passed","Sun Jan 16 13:10:51 IST 2022","Sun Jan 16 13:11:04 IST 2022","12429","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","should wait for student fee not to be visible","should wait for student fee not to be visible",""
"skipped","Sun Jan 16 13:46:42 IST 2022","Sun Jan 16 13:46:42 IST 2022","14","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","should check if Failed filter is working","should check if Failed filter is working",""
"passed","Sun Jan 16 14:23:37 IST 2022","Sun Jan 16 14:23:41 IST 2022","3611","","Luca Settings: Manage Payment Plans tests API_001 & API_022 & API_028 & API_029","","Luca Settings: Manage Payment Plans tests API_001 & API_022 & API_028 & API_029","should select the latest school year","should select the latest school year",""
"passed","Sun Jan 16 13:32:48 IST 2022","Sun Jan 16 13:32:48 IST 2022","539","","lucaFeesAndDiscountsTests: Add Discount Verification","","lucaFeesAndDiscountsTests: Add Discount Verification","should get and store the Discount Name in order to search for it later","should get and store the Discount Name in order to search for it later",""
"passed","Sun Jan 16 13:01:30 IST 2022","Sun Jan 16 13:01:34 IST 2022","3106","","Renweb Tests: Registration for creating new family, using Bank Account","","Renweb Tests: Registration for creating new family, using Bank Account","should check if the family exists in Luca","should check if the family exists in Luca",""
"failed","Sun Jan 16 14:24:04 IST 2022","Sun Jan 16 14:24:24 IST 2022","20709","","lucaAddANoteTests: Create a Note Invoice directed to Customer Service","","lucaAddANoteTests: Create a Note Invoice directed to Customer Service","should click on the latest created note on the Notes and Requests section second time","should click on the latest created note on the Notes and Requests section second time",""
"passed","Sun Jan 16 13:32:27 IST 2022","Sun Jan 16 13:32:32 IST 2022","5510","","lucaFeesAndDiscountsTests: Hyperlinks and Controls check","","lucaFeesAndDiscountsTests: Hyperlinks and Controls check","should click on Add New Fee Button in order for the pop-up to appear","should click on Add New Fee Button in order for the pop-up to appear",""
"passed","Sun Jan 16 13:33:30 IST 2022","Sun Jan 16 13:33:32 IST 2022","2714","","lucaFeesAndDiscountsTests: Filters Verification, Pagination check","","lucaFeesAndDiscountsTests: Filters Verification, Pagination check","should change the the pagination to 25","should change the the pagination to 25",""
"passed","Sun Jan 16 13:13:37 IST 2022","Sun Jan 16 13:13:39 IST 2022","1812","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should select Student view from the View Mode drop-down second time","should select Student view from the View Mode drop-down second time",""
"passed","Sun Jan 16 13:25:11 IST 2022","Sun Jan 16 13:25:17 IST 2022","6028","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should click purge a family button again","should click purge a family button again",""
"failed","Sun Jan 16 13:07:53 IST 2022","Sun Jan 16 13:07:59 IST 2022","5728","","lucaFamiliesModuleTests: Manage Families filters, Add Update Student","","lucaFamiliesModuleTests: Manage Families filters, Add Update Student","should input New Student first and last name","should input New Student first and last name",""
"passed","Sun Jan 16 13:43:32 IST 2022","Sun Jan 16 13:43:33 IST 2022","1310","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","should verify landing page elements","should verify landing page elements",""
"passed","Sun Jan 16 14:22:41 IST 2022","Sun Jan 16 14:22:44 IST 2022","3498","","lucaAutomaticDebitSettings: Payment Type Verification","","lucaAutomaticDebitSettings: Payment Type Verification","should load Luca login Page successfully and create First family in order to use it later","should load Luca login Page successfully and create First family in order to use it later",""
"failed","Sun Jan 16 14:20:51 IST 2022","Sun Jan 16 14:20:57 IST 2022","5683","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","should verify the Subject Field Maximum text length","should verify the Subject Field Maximum text length",""
"passed","Sun Jan 16 14:38:40 IST 2022","Sun Jan 16 14:38:42 IST 2022","2631","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should verify Add a Payment button is disabled when the CVV field is not completed","should verify Add a Payment button is disabled when the CVV field is not completed",""
"passed","Sun Jan 16 14:26:20 IST 2022","Sun Jan 16 14:26:22 IST 2022","1660","","Luca Settings: Manage Payment Plans tests API_014","","Luca Settings: Manage Payment Plans tests API_014","should click on Add New Fee Button in order for the pop-up to appear","should click on Add New Fee Button in order for the pop-up to appear",""
"passed","Sun Jan 16 13:28:49 IST 2022","Sun Jan 16 13:28:52 IST 2022","2691","","Main Landing Page, Verify Reports and Enrollment Menu Accessibility","","Main Landing Page, Verify Reports and Enrollment Menu Accessibility","should mouseover Enrollment and then select Pending Approval","should mouseover Enrollment and then select Pending Approval",""
"passed","Sun Jan 16 13:13:38 IST 2022","Sun Jan 16 13:13:45 IST 2022","6646","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should select the second record by checking the checkbox next to the family name","should select the second record by checking the checkbox next to the family name",""
"passed","Sun Jan 16 13:43:33 IST 2022","Sun Jan 16 13:43:37 IST 2022","3896","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","should click the Buy Now Give Now Manage Settings footer button, 1st time","should click the Buy Now Give Now Manage Settings footer button, 1st time",""
"failed","Sun Jan 16 13:08:28 IST 2022","Sun Jan 16 13:08:49 IST 2022","20815","","lucaFamiliesModuleTests: Manage Families filters, View Families, Update Parent and Student Info","","lucaFamiliesModuleTests: Manage Families filters, View Families, Update Parent and Student Info","should click save changes in order to update the student","should click save changes in order to update the student",""
"passed","Sun Jan 16 13:01:28 IST 2022","Sun Jan 16 13:01:29 IST 2022","1524","","Renweb Tests: Registration for creating new family, using Bank Account","","Renweb Tests: Registration for creating new family, using Bank Account","should search the school by Mail","should search the school by Mail",""
"passed","Sun Jan 16 13:23:31 IST 2022","Sun Jan 16 13:23:38 IST 2022","7112","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should wait for the update family and studnet page to load","should wait for the update family and studnet page to load",""
"passed","Sun Jan 16 13:35:45 IST 2022","Sun Jan 16 13:35:46 IST 2022","1176","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","should input password","should input password",""
"passed","Sun Jan 16 13:11:50 IST 2022","Sun Jan 16 13:12:04 IST 2022","13331","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should click on the family ID sort button, in order to sort by latest created family again","should click on the family ID sort button, in order to sort by latest created family again",""
"passed","Sun Jan 16 14:23:27 IST 2022","Sun Jan 16 14:23:30 IST 2022","2585","","lucaManageLateFeesTests: Manage Late Fees Add and Remove Late Fee","","lucaManageLateFeesTests: Manage Late Fees Add and Remove Late Fee","should select the waive reason for remmove fee","should select the waive reason for remmove fee",""
"failed","Sun Jan 16 14:37:12 IST 2022","Sun Jan 16 14:37:18 IST 2022","5822","","Tuition Manager Bank Account Payment Encryption Verification","","Tuition Manager Bank Account Payment Encryption Verification","should click on the displayed family","should click on the displayed family",""
"passed","Sun Jan 16 13:23:08 IST 2022","Sun Jan 16 13:23:10 IST 2022","1828","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should load Luca login Page successfully","should load Luca login Page successfully",""
"passed","Sun Jan 16 12:54:55 IST 2022","Sun Jan 16 12:54:58 IST 2022","2794","","homepageTests: Enrollment with Credit Card entry","","homepageTests: Enrollment with Credit Card entry","should load luca page successfully","should load luca page successfully",""
"failed","Sun Jan 16 13:18:12 IST 2022","Sun Jan 16 13:18:18 IST 2022","5786","","lucaEnrollment: Uploading Same Spreadsheet Enrollment Data Twice","","lucaEnrollment: Uploading Same Spreadsheet Enrollment Data Twice","should log out from luca","should log out from luca",""
"failed","Sun Jan 16 14:32:17 IST 2022","Sun Jan 16 14:32:21 IST 2022","3926","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan ","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan ","should verify that the Payment Settings page has been reached","should verify that the Payment Settings page has been reached",""
"passed","Sun Jan 16 12:58:17 IST 2022","Sun Jan 16 12:58:17 IST 2022","426","","Renweb Tests: Registration for creating new family","","Renweb Tests: Registration for creating new family","should switch to default content from iframe, 1st time","should switch to default content from iframe, 1st time",""
"passed","Sun Jan 16 13:23:10 IST 2022","Sun Jan 16 13:23:12 IST 2022","2146","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should input correct username","should input correct username",""
"passed","Sun Jan 16 14:22:23 IST 2022","Sun Jan 16 14:22:25 IST 2022","2321","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","should click the Save button ninth","should click the Save button ninth",""
"passed","Sun Jan 16 13:43:49 IST 2022","Sun Jan 16 13:43:50 IST 2022","1938","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","should click the Buy Now Give Now Manage Items footer button, 2nd time","should click the Buy Now Give Now Manage Items footer button, 2nd time",""
"passed","Sun Jan 16 13:30:27 IST 2022","Sun Jan 16 13:30:35 IST 2022","7737","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","should verify that the Notes and Requests Page has been reached, 2nd time","should verify that the Notes and Requests Page has been reached, 2nd time",""
"passed","Sun Jan 16 13:27:00 IST 2022","Sun Jan 16 13:27:35 IST 2022","35506","","lucaBillingTests: Encryption verification, Verify Accounts Number, AccountType, Card Type, Get Family Snapshot, confirmation ID","","lucaBillingTests: Encryption verification, Verify Accounts Number, AccountType, Card Type, Get Family Snapshot, confirmation ID","should modify CC user data in order to log in the user in EWS","should modify CC user data in order to log in the user in EWS",""
"passed","Sun Jan 16 14:36:22 IST 2022","Sun Jan 16 14:36:23 IST 2022","955","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should input Student First and Second Name","should input Student First and Second Name",""
"passed","Sun Jan 16 14:27:29 IST 2022","Sun Jan 16 14:27:31 IST 2022","1649","","Luca Settings: Luca Enrollment, Enroll new family, API_027","","Luca Settings: Luca Enrollment, Enroll new family, API_027","should click the search button in order to search for the newly created family","should click the search button in order to search for the newly created family",""
"passed","Sun Jan 16 14:29:31 IST 2022","Sun Jan 16 14:29:37 IST 2022","6041","","lucaAutomaticDebitSettings: Payment Type Verification","","lucaAutomaticDebitSettings: Payment Type Verification","should click Purge button","should click Purge button",""
"passed","Sun Jan 16 14:28:56 IST 2022","Sun Jan 16 14:29:00 IST 2022","3564","","Luca Settings: OW Api - Add new family login api API_073","","Luca Settings: OW Api - Add new family login api API_073","should change school and select latest school year","should change school and select latest school year",""
"failed","Sun Jan 16 13:44:06 IST 2022","Sun Jan 16 13:44:16 IST 2022","9665","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","should remove the last added Fee","should remove the last added Fee",""
"passed","Sun Jan 16 13:26:06 IST 2022","Sun Jan 16 13:26:15 IST 2022","9097","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","should click on Save Changes","should click on Save Changes",""
"passed","Sun Jan 16 13:23:24 IST 2022","Sun Jan 16 13:23:25 IST 2022","1013","","lucaBillingTests: Validate ammount Field","","lucaBillingTests: Validate ammount Field","should click on Undo Changes button","should click on Undo Changes button",""
"failed","Sun Jan 16 14:22:43 IST 2022","Sun Jan 16 14:22:48 IST 2022","5711","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","should verify that the maximum no of characters in remark field is 150","should verify that the maximum no of characters in remark field is 150",""
"passed","Sun Jan 16 13:48:02 IST 2022","Sun Jan 16 13:48:04 IST 2022","1601","","lucaDashboardsTests: Luca Payments, Validate Payment information page from familes, add a payment","","lucaDashboardsTests: Luca Payments, Validate Payment information page from familes, add a payment","should select a new account","should select a new account",""
"failed","Sun Jan 16 14:39:09 IST 2022","Sun Jan 16 14:39:15 IST 2022","5773","","Tuition Manager Bank Account Payment Encryption Verification","","Tuition Manager Bank Account Payment Encryption Verification","should select the Previously added CC number in the dropdown","should select the Previously added CC number in the dropdown",""
"passed","Sun Jan 16 13:25:31 IST 2022","Sun Jan 16 13:25:34 IST 2022","2550","","lucaBillingTests: Edit Billing module, Pending Families + add new family verification","","lucaBillingTests: Edit Billing module, Pending Families + add new family verification","should input correct username","should input correct username",""
"passed","Sun Jan 16 13:30:49 IST 2022","Sun Jan 16 13:30:50 IST 2022","1017","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","should click on the SmartTuition logo, 4th time","should click on the SmartTuition logo, 4th time",""
"failed","Sun Jan 16 14:38:57 IST 2022","Sun Jan 16 14:39:03 IST 2022","5657","","Tuition Manager Bank Account Payment Encryption Verification","","Tuition Manager Bank Account Payment Encryption Verification","should get and store the Amount field, again","should get and store the Amount field, again",""
