"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jan 16 14:29:38 IST 2022","Sun Jan 16 14:29:44 IST 2022","5746","","lucaAutomaticDebitSettings: Block and Stop Payments Verification","","lucaAutomaticDebitSettings: Block and Stop Payments Verification","should click on the Unblock All Reattempt Permanently button","should click on the Unblock All Reattempt Permanently button",""
"failed","Sun Jan 16 13:20:27 IST 2022","Sun Jan 16 13:20:53 IST 2022","25795","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should verify family and student page is loaded third time","should verify family and student page is loaded third time",""
"passed","Sun Jan 16 13:28:43 IST 2022","Sun Jan 16 13:28:46 IST 2022","3404","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","should click on the Settings Button, 7th time","should click on the Settings Button, 7th time",""
"passed","Sun Jan 16 13:10:27 IST 2022","Sun Jan 16 13:10:28 IST 2022","1640","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","should click on the seccond family","should click on the seccond family",""
"passed","Sun Jan 16 13:31:05 IST 2022","Sun Jan 16 13:31:08 IST 2022","3725","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","should click on the Notes Button","should click on the Notes Button",""
"failed","Sun Jan 16 14:23:52 IST 2022","Sun Jan 16 14:23:58 IST 2022","5829","","lucaAddANoteTests: Create a Note Invoice directed to Customer Service","","lucaAddANoteTests: Create a Note Invoice directed to Customer Service","should click on the Close Button, when the pop up appears","should click on the Close Button, when the pop up appears",""
"passed","Sun Jan 16 13:09:30 IST 2022","Sun Jan 16 13:09:32 IST 2022","1515","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","should click the perform Batch Action button","should click the perform Batch Action button",""
"passed","Sun Jan 16 12:59:10 IST 2022","Sun Jan 16 12:59:12 IST 2022","1937","","negativeTests: Enrollment Negative Payer Name test","","negativeTests: Enrollment Negative Payer Name test","should verify results are shown","should verify results are shown",""
"passed","Sun Jan 16 14:11:44 IST 2022","Sun Jan 16 14:11:45 IST 2022","1150","","lucaFamiliesModuleTests: Manage Families verification","","lucaFamiliesModuleTests: Manage Families verification","should uncheck all options from the payment plan dropdown","should uncheck all options from the payment plan dropdown",""
"passed","Sun Jan 16 13:43:14 IST 2022","Sun Jan 16 13:43:16 IST 2022","2337","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","should input username","should input username",""
"passed","Sun Jan 16 14:11:37 IST 2022","Sun Jan 16 14:11:38 IST 2022","1068","","lucaFamiliesModuleTests: Manage Families verification","","lucaFamiliesModuleTests: Manage Families verification","should verify that all grades are checked","should verify that all grades are checked",""
"passed","Sun Jan 16 13:36:12 IST 2022","Sun Jan 16 13:36:14 IST 2022","1918","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","should add General Ledger Id information required for a new fee","should add General Ledger Id information required for a new fee",""
"passed","Sun Jan 16 14:19:08 IST 2022","Sun Jan 16 14:19:09 IST 2022","1450","","lucaAddANoteTests: Validating Created Notes Parameters","","lucaAddANoteTests: Validating Created Notes Parameters","should complete the Subject field","should complete the Subject field",""
"passed","Sun Jan 16 12:56:14 IST 2022","Sun Jan 16 12:56:16 IST 2022","2662","","homepageTests: Verifies Enrollment code for Remove Fees","","homepageTests: Verifies Enrollment code for Remove Fees","should click on next button in order to reach the payment page","should click on next button in order to reach the payment page",""
"passed","Sun Jan 16 12:55:00 IST 2022","Sun Jan 16 12:55:02 IST 2022","2741","","homepageTests: Enrollment with Mail In Invoice payment option","","homepageTests: Enrollment with Mail In Invoice payment option","should allow selection of a payment option","should allow selection of a payment option",""
"passed","Sun Jan 16 13:16:00 IST 2022","Sun Jan 16 13:16:03 IST 2022","2940","","lucaEnrollment: Enroll new family and Verify links","","lucaEnrollment: Enroll new family and Verify links","should click on Enrollment Center, then add new family","should click on Enrollment Center, then add new family",""
"passed","Sun Jan 16 13:08:41 IST 2022","Sun Jan 16 13:09:15 IST 2022","34529","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should modify second user data in order to log in the user in EWS","should modify second user data in order to log in the user in EWS",""
"passed","Sun Jan 16 13:26:53 IST 2022","Sun Jan 16 13:26:58 IST 2022","4409","","lucaBillingTests: Verify Applicable Not applicable Discount","","lucaBillingTests: Verify Applicable Not applicable Discount","should purge the families created","should purge the families created",""
"passed","Sun Jan 16 13:31:16 IST 2022","Sun Jan 16 13:31:19 IST 2022","3621","","Main Landing Page, Verify Manage Contact Information functionality in Settings tab","","Main Landing Page, Verify Manage Contact Information functionality in Settings tab","should verify that the School Contact Information page has been reached","should verify that the School Contact Information page has been reached",""
"passed","Sun Jan 16 13:06:24 IST 2022","Sun Jan 16 13:06:25 IST 2022","1167","","lucaFamiliesModuleTests: Manage Families filters, Add Update Student","","lucaFamiliesModuleTests: Manage Families filters, Add Update Student","should input correct password","should input correct password",""
"passed","Sun Jan 16 12:54:01 IST 2022","Sun Jan 16 12:54:02 IST 2022","958","","homepageTests: Enrollment with Credit Card and Debit Bank account option","","homepageTests: Enrollment with Credit Card and Debit Bank account option","should input last name of the payer","should input last name of the payer",""
"passed","Sun Jan 16 12:58:18 IST 2022","Sun Jan 16 12:58:19 IST 2022","948","","Renweb Tests: Registration for creating new family, using Credit Card","","Renweb Tests: Registration for creating new family, using Credit Card","should input new value into the AdditionalParentLastName field","should input new value into the AdditionalParentLastName field",""
"passed","Sun Jan 16 14:29:37 IST 2022","Sun Jan 16 14:29:39 IST 2022","1326","","Luca Settings: Update the Secondary And Third Party Info via API, then verify new Data In UI API_82, API_083","","Luca Settings: Update the Secondary And Third Party Info via API, then verify new Data In UI API_82, API_083","should click on go button in order to change school and select latest school year","should click on go button in order to change school and select latest school year",""
"passed","Sun Jan 16 12:53:47 IST 2022","Sun Jan 16 12:53:51 IST 2022","3702","","homepageTests: Enrollment with Bank Account entry","","homepageTests: Enrollment with Bank Account entry","should type a search term and get results","should type a search term and get results",""
"failed","Sun Jan 16 13:51:58 IST 2022","Sun Jan 16 13:51:59 IST 2022","896","","lucaDashboardsTests: Luca Payments, Validate custom allocation scenarios","","lucaDashboardsTests: Luca Payments, Validate custom allocation scenarios","should select a Family Based Fee, Hotspring&Beverages","should select a Family Based Fee, Hotspring&Beverages",""
"passed","Sun Jan 16 14:26:14 IST 2022","Sun Jan 16 14:26:18 IST 2022","3679","","Luca Settings: OW API_008 tests","","Luca Settings: OW API_008 tests","should verify that the Fees and Discounts page has been reached","should verify that the Fees and Discounts page has been reached",""
"passed","Sun Jan 16 14:23:59 IST 2022","Sun Jan 16 14:24:04 IST 2022","5523","","Luca Settings: Manage Payment Plans tests,API_002","","Luca Settings: Manage Payment Plans tests,API_002","should click on editing a payment plan name","should click on editing a payment plan name",""
"passed","Sun Jan 16 14:25:50 IST 2022","Sun Jan 16 14:25:57 IST 2022","6930","","Luca Settings: Tuition Manager OW API Check automatic payment option API_015 API_016","","Luca Settings: Tuition Manager OW API Check automatic payment option API_015 API_016","should click on the login button","should click on the login button",""
"passed","Sun Jan 16 14:20:36 IST 2022","Sun Jan 16 14:20:39 IST 2022","3678","","lucaQuickBooksTests: QuickBooks General Settings Validation","","lucaQuickBooksTests: QuickBooks General Settings Validation","should verify that the Day One page has been reached","should verify that the Day One page has been reached",""
"failed","Sun Jan 16 13:37:14 IST 2022","Sun Jan 16 13:37:14 IST 2022","640","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","should select Month For Fee for the first Student and verify that the appropriate pop-up appears and validate controls for the discount","should select Month For Fee for the first Student and verify that the appropriate pop-up appears and validate controls for the discount",""
"passed","Sun Jan 16 14:20:45 IST 2022","Sun Jan 16 14:20:53 IST 2022","7699","","lucaQuickBooksTests: QuickBooks General Settings Validation","","lucaQuickBooksTests: QuickBooks General Settings Validation","should verify that the appropriate message is received","should verify that the appropriate message is received",""
"passed","Sun Jan 16 13:30:15 IST 2022","Sun Jan 16 13:30:19 IST 2022","3840","","Main Landing Page, Verify the accessibility of account page in Dashboard","","Main Landing Page, Verify the accessibility of account page in Dashboard","should verify that the Families And Students Page has been reached, 4th time","should verify that the Families And Students Page has been reached, 4th time",""
"passed","Sun Jan 16 14:29:05 IST 2022","Sun Jan 16 14:29:06 IST 2022","1360","","Luca Settings: Create a family Via APi, verify Family Base Billing Fields in UI API_64, API_65, API_66, API_67, API_68","","Luca Settings: Create a family Via APi, verify Family Base Billing Fields in UI API_64, API_65, API_66, API_67, API_68","should click on go button in order to change school and select latest school year","should click on go button in order to change school and select latest school year",""
"passed","Sun Jan 16 14:36:12 IST 2022","Sun Jan 16 14:36:35 IST 2022","22966","","Call Center Payment Encryption Tests, Credit card family","","Call Center Payment Encryption Tests, Credit card family","should click on the Payment History tab","should click on the Payment History tab",""
"passed","Sun Jan 16 14:34:15 IST 2022","Sun Jan 16 14:34:23 IST 2022","8789","","Parent Site Payment Verification","","Parent Site Payment Verification","should click on the Login button","should click on the Login button",""
"passed","Sun Jan 16 14:21:25 IST 2022","Sun Jan 16 14:21:26 IST 2022","1564","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","should verify maximum text length second","should verify maximum text length second",""
"passed","Sun Jan 16 14:19:18 IST 2022","Sun Jan 16 14:19:21 IST 2022","3871","","lucaAddANoteTests: Verifying Controls UI","","lucaAddANoteTests: Verifying Controls UI","should click on the Add a note pictogram","should click on the Add a note pictogram",""
"passed","Sun Jan 16 13:30:54 IST 2022","Sun Jan 16 13:31:03 IST 2022","8930","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","should verify that the Notes and Requests Page has been reached, 4th time","should verify that the Notes and Requests Page has been reached, 4th time",""
"passed","Sun Jan 16 13:17:19 IST 2022","Sun Jan 16 13:17:21 IST 2022","2422","","lucaEnrollment: Enroll new Pending family and Verify links ","","lucaEnrollment: Enroll new Pending family and Verify links ","should input correct username","should input correct username",""
"passed","Sun Jan 16 13:25:56 IST 2022","Sun Jan 16 13:25:58 IST 2022","2347","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","should verify that the appropriate buttons appear after clicking the Add Fee button","should verify that the appropriate buttons appear after clicking the Add Fee button",""
"passed","Sun Jan 16 13:20:43 IST 2022","Sun Jan 16 13:20:44 IST 2022","1300","","lucaEnrollment: verify filters on Parent registration page","","lucaEnrollment: verify filters on Parent registration page","should click on the go button","should click on the go button",""
"passed","Sun Jan 16 13:13:11 IST 2022","Sun Jan 16 13:13:19 IST 2022","7661","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should verify that the appropriate message is received after clicking submit discount","should verify that the appropriate message is received after clicking submit discount",""
"passed","Sun Jan 16 13:29:53 IST 2022","Sun Jan 16 13:29:54 IST 2022","1162","","Main Landing Page, Verify the accessibility of account page in Dashboard","","Main Landing Page, Verify the accessibility of account page in Dashboard","should verify that the number of Families displayed in the Dashboard is the same the Students and Family Page","should verify that the number of Families displayed in the Dashboard is the same the Students and Family Page",""
"passed","Sun Jan 16 13:45:14 IST 2022","Sun Jan 16 13:45:15 IST 2022","1457","","lucaBuyNowGiveNowTests: Reports module, Buy Now Give Now Create Groups","","lucaBuyNowGiveNowTests: Reports module, Buy Now Give Now Create Groups","should cancel the new Group","should cancel the new Group",""
"passed","Sun Jan 16 13:05:19 IST 2022","Sun Jan 16 13:05:26 IST 2022","6606","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should select the first record by checking the checkbox next to the family name third time","should select the first record by checking the checkbox next to the family name third time",""
"passed","Sun Jan 16 14:36:53 IST 2022","Sun Jan 16 14:36:55 IST 2022","1445","","Call Center Payment Encryption Tests, Credit card family","","Call Center Payment Encryption Tests, Credit card family","should switch to iFrame, 3rd time","should switch to iFrame, 3rd time",""
"failed","Sun Jan 16 13:21:47 IST 2022","Sun Jan 16 13:21:58 IST 2022","10744","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should check the discount exists in the family specific student","should check the discount exists in the family specific student",""
"passed","Sun Jan 16 13:42:26 IST 2022","Sun Jan 16 13:42:28 IST 2022","1980","","lucaFeesAndDiscountsTests: Add, Update and Remove a Fee","","lucaFeesAndDiscountsTests: Add, Update and Remove a Fee","should add Fee Amount information required for a new fee","should add Fee Amount information required for a new fee",""
"passed","Sun Jan 16 13:02:26 IST 2022","Sun Jan 16 13:02:27 IST 2022","1279","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should input correct password","should input correct password",""
"passed","Sun Jan 16 13:01:46 IST 2022","Sun Jan 16 13:01:48 IST 2022","1281","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","should input password successfully again","should input password successfully again",""
"passed","Sun Jan 16 13:18:00 IST 2022","Sun Jan 16 13:18:00 IST 2022","749","","lucaEnrollment: Enroll new Pending family and Verify links ","","lucaEnrollment: Enroll new Pending family and Verify links ","should accept terms and conditions","should accept terms and conditions",""
"passed","Sun Jan 16 14:19:15 IST 2022","Sun Jan 16 14:19:18 IST 2022","3488","","lucaAddANoteTests: Validating Created Notes Parameters","","lucaAddANoteTests: Validating Created Notes Parameters","should click on the NO Follow Up Reviequired button","should click on the NO Follow Up Reviequired button",""
"passed","Sun Jan 16 13:38:33 IST 2022","Sun Jan 16 13:39:03 IST 2022","29341","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","should remove the latest added Discount","should remove the latest added Discount",""
"failed","Sun Jan 16 13:02:37 IST 2022","Sun Jan 16 13:02:58 IST 2022","20852","","lucaFamiliesModuleTests: View All Families, Apply Student Based Specific month fee","","lucaFamiliesModuleTests: View All Families, Apply Student Based Specific month fee","should click on the side tab","should click on the side tab",""
"passed","Sun Jan 16 12:55:30 IST 2022","Sun Jan 16 12:55:31 IST 2022","886","","homepageTests: EWS Authentification Verification test cases","","homepageTests: EWS Authentification Verification test cases","should input Student First and Second Name","should input Student First and Second Name",""
"passed","Sun Jan 16 12:56:33 IST 2022","Sun Jan 16 12:56:35 IST 2022","1238","","homepageTests: EWS Authentification Verification test cases","","homepageTests: EWS Authentification Verification test cases","should wait for the update family and student information message","should wait for the update family and student information message",""
"failed","Sun Jan 16 14:39:03 IST 2022","Sun Jan 16 14:39:09 IST 2022","5705","","Tuition Manager Bank Account Payment Encryption Verification","","Tuition Manager Bank Account Payment Encryption Verification","should get and store the Description field, again","should get and store the Description field, again",""
"passed","Sun Jan 16 13:28:35 IST 2022","Sun Jan 16 13:28:37 IST 2022","2273","","Main Landing Page, Switching School Year Verification ","","Main Landing Page, Switching School Year Verification ","should input correct username","should input correct username",""
"passed","Sun Jan 16 14:33:34 IST 2022","Sun Jan 16 14:33:37 IST 2022","2443","","lucaChangePaymentPlans: Checking that the Payment Plan Audit Trail works correctly using a new and existing Payment Plan","","lucaChangePaymentPlans: Checking that the Payment Plan Audit Trail works correctly using a new and existing Payment Plan","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 13:10:29 IST 2022","Sun Jan 16 13:10:36 IST 2022","6684","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should select the first record by checking the checkbox next to the family name","should select the first record by checking the checkbox next to the family name",""
"passed","Sun Jan 16 12:56:43 IST 2022","Sun Jan 16 12:56:47 IST 2022","4534","","homepageTests: EWS Authentification Verification test cases","","homepageTests: EWS Authentification Verification test cases","should verify that the appropriate login error message is received when the username and password fields are empty","should verify that the appropriate login error message is received when the username and password fields are empty",""
"passed","Sun Jan 16 14:29:52 IST 2022","Sun Jan 16 14:30:00 IST 2022","7314","","Luca Settings: Update the Secondary And Third Party Info via API, then verify new Data In UI API_82, API_083","","Luca Settings: Update the Secondary And Third Party Info via API, then verify new Data In UI API_82, API_083","should check the family","should check the family",""
"passed","Sun Jan 16 13:26:28 IST 2022","Sun Jan 16 13:26:29 IST 2022","600","","lucaBillingTests: Edit Billing module, Pending Families + add new family verification","","lucaBillingTests: Edit Billing module, Pending Families + add new family verification","should get and store the Total amount Due in order to check agains Billing later","should get and store the Total amount Due in order to check agains Billing later",""
"failed","Sun Jan 16 13:38:51 IST 2022","Sun Jan 16 13:39:12 IST 2022","20814","","lucaFeesAndDiscountsTests: Verifying sorting filters on newly created Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying sorting filters on newly created Fees and Discounts","should input the Fee name in the filter","should input the Fee name in the filter",""
"passed","Sun Jan 16 12:55:15 IST 2022","Sun Jan 16 12:55:16 IST 2022","921","","homepageTests: Enrollment with all payment options","","homepageTests: Enrollment with all payment options","should input the home phone number","should input the home phone number",""
"passed","Sun Jan 16 13:30:04 IST 2022","Sun Jan 16 13:30:05 IST 2022","1360","","Main Landing Page, Switching School Year Verification ","","Main Landing Page, Switching School Year Verification ","should click on manage sessions button","should click on manage sessions button",""
"passed","Sun Jan 16 14:36:29 IST 2022","Sun Jan 16 14:36:33 IST 2022","4091","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should verify that the appropriate confirmation message is displayed","should verify that the appropriate confirmation message is displayed",""
"passed","Sun Jan 16 14:21:21 IST 2022","Sun Jan 16 14:21:23 IST 2022","1694","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","should click on the Follow Up Calls On/Off button","should click on the Follow Up Calls On/Off button",""
"passed","Sun Jan 16 13:31:51 IST 2022","Sun Jan 16 13:31:52 IST 2022","1605","","Main Landing Page, Verify the accessibility of Follow Up page and Deliquency in Dashboard","","Main Landing Page, Verify the accessibility of Follow Up page and Deliquency in Dashboard","should click on Total # of Calls","should click on Total # of Calls",""
"passed","Sun Jan 16 14:19:31 IST 2022","Sun Jan 16 14:19:33 IST 2022","1881","","lucaAddANoteTests: Verifying Controls UI","","lucaAddANoteTests: Verifying Controls UI","should click on the Missing Discount button","should click on the Missing Discount button",""
"passed","Sun Jan 16 13:04:26 IST 2022","Sun Jan 16 13:04:32 IST 2022","6618","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should select the first record first time","should select the first record first time",""
"passed","Sun Jan 16 14:27:50 IST 2022","Sun Jan 16 14:28:18 IST 2022","27961","","Luca Settings: Create a family Via APi, verify data in Edit Billing Details API_056","","Luca Settings: Create a family Via APi, verify data in Edit Billing Details API_056","should create a family with Credit Card Payment Method","should create a family with Credit Card Payment Method",""
"passed","Sun Jan 16 13:44:56 IST 2022","Sun Jan 16 13:44:58 IST 2022","1867","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Groups","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Groups","should verify the Enable Invite Family and Friends Button is Off","should verify the Enable Invite Family and Friends Button is Off",""
"failed","Sun Jan 16 13:00:18 IST 2022","Sun Jan 16 13:00:19 IST 2022","924","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","should input credit card holder first name","should input credit card holder first name",""
"passed","Sun Jan 16 13:20:16 IST 2022","Sun Jan 16 13:20:18 IST 2022","1395","","lucaEnrollment: verify filters on Pending Families","","lucaEnrollment: verify filters on Pending Families","should mouse over Enrollment and click on Pending Families","should mouse over Enrollment and click on Pending Families",""
"passed","Sun Jan 16 14:23:51 IST 2022","Sun Jan 16 14:23:53 IST 2022","1542","","Luca Settings: Manage Payment Plans tests - Number of months calculus API_023, API_024","","Luca Settings: Manage Payment Plans tests - Number of months calculus API_023, API_024","should select all tuition months again","should select all tuition months again",""
"passed","Sun Jan 16 14:37:30 IST 2022","Sun Jan 16 14:37:31 IST 2022","1473","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should click on add a Payment button","should click on add a Payment button",""
"passed","Sun Jan 16 13:33:59 IST 2022","Sun Jan 16 13:34:01 IST 2022","1349","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","should click on search button","should click on search button",""
"failed","Sun Jan 16 14:28:32 IST 2022","Sun Jan 16 14:28:38 IST 2022","5784","","lucaAutomaticDebitSettings: Block and Stop Payments Verification","","lucaAutomaticDebitSettings: Block and Stop Payments Verification","should send valid data into the Reason field sixth time","should send valid data into the Reason field sixth time",""
"passed","Sun Jan 16 12:53:51 IST 2022","Sun Jan 16 12:53:54 IST 2022","3001","","homepageTests: Enrollment with Bank Account entry","","homepageTests: Enrollment with Bank Account entry","should click on a search term","should click on a search term",""
"passed","Sun Jan 16 13:06:57 IST 2022","Sun Jan 16 13:06:59 IST 2022","2143","","lucaFamiliesModuleTests: Manage Families filters, View Families, Update Parent and Student Info","","lucaFamiliesModuleTests: Manage Families filters, View Families, Update Parent and Student Info","should load Luca login Page successfully","should load Luca login Page successfully",""
"passed","Sun Jan 16 14:22:04 IST 2022","Sun Jan 16 14:22:06 IST 2022","2196","","lucaQuickBooksTests: QuickBooks SetupGL Account Cash and Other Test Case","","lucaQuickBooksTests: QuickBooks SetupGL Account Cash and Other Test Case","should click on the first Edit Button again","should click on the first Edit Button again",""
"passed","Sun Jan 16 13:30:09 IST 2022","Sun Jan 16 13:30:10 IST 2022","1292","","Main Landing Page, Switching School Year Verification ","","Main Landing Page, Switching School Year Verification ","should click on ravenue report button","should click on ravenue report button",""
"passed","Sun Jan 16 13:21:09 IST 2022","Sun Jan 16 13:21:11 IST 2022","2046","","lucaEnrollment: verify filters on Wait Listed Families page","","lucaEnrollment: verify filters on Wait Listed Families page","should click on the payment plan dropdown and then select the check all option","should click on the payment plan dropdown and then select the check all option",""
"passed","Sun Jan 16 14:20:00 IST 2022","Sun Jan 16 14:20:04 IST 2022","4128","","lucaAddANoteTests: Validating Created Notes Parameters","","lucaAddANoteTests: Validating Created Notes Parameters","should click on the Close Button, when the pop up appears","should click on the Close Button, when the pop up appears",""
"passed","Sun Jan 16 13:16:40 IST 2022","Sun Jan 16 13:16:49 IST 2022","8729","","lucaEnrollment: Enroll new family and Verify links","","lucaEnrollment: Enroll new family and Verify links","should wait for Pending families to be reached-app business rules tbd","should wait for Pending families to be reached-app business rules tbd",""
"passed","Sun Jan 16 14:36:20 IST 2022","Sun Jan 16 14:36:22 IST 2022","1833","","Tuition Manager Authentification Module","","Tuition Manager Authentification Module","should input an Invalid Password","should input an Invalid Password",""
"passed","Sun Jan 16 14:39:41 IST 2022","Sun Jan 16 14:39:41 IST 2022","430","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should click on the Payment Hystory button","should click on the Payment Hystory button",""
"passed","Sun Jan 16 14:34:55 IST 2022","Sun Jan 16 14:34:57 IST 2022","1627","","Parent Site, Payment verification for a family with Bank Account","","Parent Site, Payment verification for a family with Bank Account","should click on the Next Button in order to advance to Verify Payment Page","should click on the Next Button in order to advance to Verify Payment Page",""
"failed","Sun Jan 16 14:30:52 IST 2022","Sun Jan 16 14:30:58 IST 2022","5817","","Luca Settings: Verify User can create a Split family via APi Endpoint, api-91","","Luca Settings: Verify User can create a Split family via APi Endpoint, api-91","should verify that the update family and student page is loaded","should verify that the update family and student page is loaded",""
"failed","Sun Jan 16 13:51:00 IST 2022","Sun Jan 16 13:51:21 IST 2022","20996","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","should click on phone button","should click on phone button",""
"passed","Sun Jan 16 13:30:36 IST 2022","Sun Jan 16 13:30:40 IST 2022","3704","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","","Main Landing Page, Verify the accessibility of Notes page in Dashboard","should click on the Notes Dashboard Button, 2nd time","should click on the Notes Dashboard Button, 2nd time",""
"passed","Sun Jan 16 14:22:25 IST 2022","Sun Jan 16 14:22:33 IST 2022","7644","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","should verify that the appropriate message is received ninth","should verify that the appropriate message is received ninth",""
"passed","Sun Jan 16 13:09:47 IST 2022","Sun Jan 16 13:09:49 IST 2022","2298","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should select a grade for the newly added student","should select a grade for the newly added student",""
"passed","Sun Jan 16 14:22:51 IST 2022","Sun Jan 16 14:22:55 IST 2022","3596","","lucaManageLateFeesTests: Manage Late Fees Add and Remove Late Fee","","lucaManageLateFeesTests: Manage Late Fees Add and Remove Late Fee","should select the latest school year","should select the latest school year",""
"passed","Sun Jan 16 13:34:59 IST 2022","Sun Jan 16 13:35:06 IST 2022","7699","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","","lucaFeesAndDiscountsTests: Add Discount Verification, check filter Criteria","should verify Changes Confirmation Message for the first discount","should verify Changes Confirmation Message for the first discount",""
"failed","Sun Jan 16 13:17:32 IST 2022","Sun Jan 16 13:17:43 IST 2022","10868","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should check the fee exists in the family again","should check the fee exists in the family again",""
"failed","Sun Jan 16 13:29:51 IST 2022","Sun Jan 16 13:29:54 IST 2022","3815","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","should verify that the Manage admin fees has been reached","should verify that the Manage admin fees has been reached",""
"passed","Sun Jan 16 12:59:48 IST 2022","Sun Jan 16 12:59:50 IST 2022","2764","","lucaAuthentificationTests: User Authentification","","lucaAuthentificationTests: User Authentification","should load Luca login Page successfully first time","should load Luca login Page successfully first time",""
"passed","Sun Jan 16 13:34:01 IST 2022","Sun Jan 16 13:34:03 IST 2022","1565","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","should verify that the discount has been saved after Updating","should verify that the discount has been saved after Updating",""
